ice_scoop	https://www.amazon.com/TeamFar-Stainless-Multifunction-Non-Toxic-Dishwasher/dp/B085PVZ37Q	TeamFar 12oz Ice Scoop, Stainless Steel	NA
flour_sifter	https://www.amazon.com/Bellemain-Stainless-Steel-Flour-Sifter/dp/B00XIIHKFO	Bellemain 3 Cup Flour Sifter, Stainless Steel	10.49
spoon_rest	https://www.amazon.com/far-Stainless-Spatula-Kitchen-Dishwasher/dp/B08BR7CKZT	E-far Stainless Steel Spoon Rest, Set of 2	NA
trinket_dish	https://www.amazon.com/COLLECTIVE-HOME-Decorative-Necklaces-Christmas/dp/B09RPKGVDW	COLLECTIVE HOME Ceramic Trinket Dish, 4.75", White	17.99
lotion_bottle	https://www.amazon.com/Plastic-Refillable-Dispenser-Container-Bathroom/dp/B092YHX3YP	Refillable Plastic Lotion / Soap Dispenser Pump Bottle, 32oz, 2 Pack	NA
toothbrush_cup	https://www.amazon.com/iHave-Toothbrush-Bathrooms-Toothpaste-Dispenser/dp/B099MS8VL2	iHave Toothbrush Holder, 2 Cups Wall Mounted	17.99
gravy_separator	https://www.amazon.com/OXO-Grips-Gravy-Separator-4-Cup/dp/B071F2ZM15	OXO Good Grips Good Gravy 4-Cup Fat Separator	19.95
butter_crock	https://www.amazon.com/Sweese-Porcelain-Butter-Keeper-Crock/dp/B076H4SDBT	Sweese French Butter Dish / Crock with Water Line, White	24.99
condiment_caddy	https://www.amazon.com/ZOOFOX-Condiment-Tabletop-Organizer-Countertop/dp/B0BCKKJQK7	ZOOFOX 2 Pack Metal Condiment Caddy, Tabletop Organizer	NA
napkin_dispenser	https://www.amazon.com/San-Jamar-H3001BKC-Countertop-Dispenser/dp/B0002L34HI	San Jamar Countertop Napkin Dispenser, 300 Napkins, Black	95.99
straw_holder	https://www.amazon.com/MyLifeUNIT-Counter-top-Dispenser-Stainless-Organizer/dp/B01J7Z2OC0	MyLifeUNIT Stainless Steel Straw Holder for Counter	NA
spice_rack	https://www.amazon.com/Amazon-Basics-Organizers-Storage-Silver/dp/B07YX8NSTD	Amazon Basics 20 Jars Spice Rack Organizer, Silver	37.43
serving_spoon	https://www.amazon.com/Chef-Craft-10130-6-Silver/dp/B00F1UX6MI	Chef Craft Select Serving Spoon, 9.5 inch, Stainless Steel	4.01
ladle_small	https://www.amazon.com/Idomy-2-Piece-Stainless-Steel-Gravy/dp/B07QL6P4ZV	Idomy 2-Piece Stainless Steel Small Ladle	NA
colander_plastic	https://www.amazon.com/YBM-Plastic-Strainer-Colander-Handle/dp/B07CX87JM3	YBM Home 9.75 Inch Plastic Strainer Colander with Handle, White	NA
teapot_glass	https://www.amazon.com/Hiware-Removable-Infuser-Stovetop-Blooming/dp/B01LZSA84J	HIWARE 1000ml Glass Teapot with Removable Infuser	20.90
